Cust_ID,Name,Age,Gender,Location,Marital_Status,Education,Occupation,MOB,Income,Dependents,Digital_ind,Email,Phone,Address
1699,Customer 1699,50,Female,Mysore,Separated,Masters Degree,Businessman,3,2647848,0,1,Customer 1699@gmail.com,+91 5334871284,
1700,Customer 1700,34,Female,Allahabad,Widower,Masters Degree,Farmer,53,4160998,2,0,Customer 1700@gmail.com,+91 2710488919,
1701,Customer 1701,65,Female,Vijayawada,Unmarried,High School Diploma,Farmer,138,3923865,1,1,Customer 1701@gmail.com,+91 2968836974,
1702,Customer 1702,43,Male,Vijayawada,Separated,Professional Degree,Professor,198,4097438,3,0,Customer 1702@gmail.com,+91 4408305782,
1703,Customer 1703,70,Other,Chennai,Divorced,Professional Degree,Financial Planner,216,408160,1,1,Customer 1703@gmail.com,+91 1120678627,
1704,Customer 1704,63,Other,Nagpur,Widower,Masters Degree,Content Writer,87,3173258,2,1,Customer 1704@gmail.com,+91 2721038748,
1705,Customer 1705,30,Other,Bareilly,Married,Doctorate Degree,Plumber,195,4031147,1,0,Customer 1705@gmail.com,+91 6066575232,
1706,Customer 1706,63,Female,Surat,Unmarried,Masters Degree,Writer,120,1206964,3,1,Customer 1706@gmail.com,+91 8171779138,
1707,Customer 1707,54,Female,Bhilai,Widower,Bachelors Degree,Carpenter,69,3685973,2,1,Customer 1707@gmail.com,+91 4509707241,
1708,Customer 1708,50,Other,Allahabad,Separated,High School Diploma,Sports Coach,171,3682303,2,1,Customer 1708@gmail.com,+91 3612012146,
1709,Customer 1709,53,Other,Mysore,Married,Masters Degree,Marketing Manager,180,4786998,0,0,Customer 1709@gmail.com,+91 4764984371,
1710,Customer 1710,65,Male,Panaji,Unmarried,Bachelors Degree,Data Analyst,121,1389532,2,1,Customer 1710@gmail.com,+91 7031399063,
1711,Customer 1711,43,Male,Patna,Widower,High School Diploma,Architect,108,1297258,2,1,Customer 1711@gmail.com,+91 8628354021,
1712,Customer 1712,70,Other,Delhi,Separated,Doctorate Degree,Mechanical Engineer,62,4313326,3,1,Customer 1712@gmail.com,+91 7526260346,
1713,Customer 1713,28,Female,Ghaziabad,Divorced,Bachelors Degree,Professor,74,3809046,3,1,Customer 1713@gmail.com,+91 9848417062,
1714,Customer 1714,37,Female,Bhilai,Separated,High School Diploma,Writer,229,567443,0,1,Customer 1714@gmail.com,+91 0775066430,
1715,Customer 1715,57,Other,Nashik,Divorced,Doctorate Degree,Banker,159,3400247,1,0,Customer 1715@gmail.com,+91 5739247147,
1716,Customer 1716,58,Female,Lucknow,Married,Masters Degree,Lawyer,28,4540399,3,0,Customer 1716@gmail.com,+91 3060418408,
1717,Customer 1717,50,Male,Mumbai,Unmarried,Vocational Training or Trade Certification,Writer,228,4110757,2,0,Customer 1717@gmail.com,+91 4112399857,
1718,Customer 1718,30,Other,Bareilly,Separated,Professional Degree,Human Resources Manager,210,2517071,0,1,Customer 1718@gmail.com,+91 0464720950,
1719,Customer 1719,70,Female,Panaji,Unmarried,High School Diploma,Plumber,109,2303841,1,0,Customer 1719@gmail.com,+91 0705694056,
1720,Customer 1720,70,Other,Coimbatore,Unmarried,Vocational Training or Trade Certification,Event Planner,160,2677194,2,0,Customer 1720@gmail.com,+91 2533570357,
1721,Customer 1721,45,Male,Ranchi,Separated,Bachelors Degree,Lawyer,84,1008431,0,1,Customer 1721@gmail.com,+91 2877170522,
1722,Customer 1722,45,Other,Jamshedpur,Separated,Bachelors Degree,Sports Coach,137,3383371,1,0,Customer 1722@gmail.com,+91 9424591401,
1723,Customer 1723,65,Male,Nagpur,Widower,Vocational Training or Trade Certification,Lawyer,151,478965,1,1,Customer 1723@gmail.com,+91 9575219166,
1724,Customer 1724,44,Other,Mumbai,Married,Masters Degree,Tour Guide,33,2728071,3,0,Customer 1724@gmail.com,+91 4630312267,
1725,Customer 1725,45,Other,Noida,Divorced,High School Diploma,Real Estate Agent,21,2447437,3,0,Customer 1725@gmail.com,+91 0470102073,
1726,Customer 1726,60,Female,Hyderabad,Unmarried,Bachelors Degree,Photographer,208,4036909,4,0,Customer 1726@gmail.com,+91 4434734555,
1727,Customer 1727,66,Female,Ghaziabad,Separated,Masters Degree,Doctor,214,1427560,3,0,Customer 1727@gmail.com,+91 6712877934,
1728,Customer 1728,56,Male,Ludhiana,Unmarried,Bachelors Degree,Content Writer,108,950153,1,1,Customer 1728@gmail.com,+91 2384612290,
1729,Customer 1729,57,Other,Visakhapatnam,Widower,Professional Degree,Teacher,15,974744,0,1,Customer 1729@gmail.com,+91 0722779675,
1730,Customer 1730,34,Female,Indore,Unmarried,Bachelors Degree,Social Media Manager,26,3054983,4,1,Customer 1730@gmail.com,+91 0556368140,
1731,Customer 1731,44,Female,Vadodara,Widower,Masters Degree,Financial Planner,162,3070515,1,1,Customer 1731@gmail.com,+91 7001121532,
1732,Customer 1732,69,Other,Raipur,Separated,Masters Degree,Sports Coach,215,3614816,2,1,Customer 1732@gmail.com,+91 8889750609,
1733,Customer 1733,36,Male,Amritsar,Separated,Doctorate Degree,Plumber,68,1651523,3,1,Customer 1733@gmail.com,+91 9600049572,
1734,Customer 1734,67,Female,Ghaziabad,Unmarried,High School Diploma,Financial Planner,108,1504727,4,0,Customer 1734@gmail.com,+91 3864985563,
1735,Customer 1735,65,Male,Raipur,Married,Vocational Training or Trade Certification,Insurance Agent,49,1932777,3,0,Customer 1735@gmail.com,+91 8045837340,
1736,Customer 1736,36,Other,Ghaziabad,Separated,Doctorate Degree,Delivery Person,133,92350,0,0,Customer 1736@gmail.com,+91 7597697247,
1737,Customer 1737,53,Other,Thiruvananthapuram,Unmarried,Professional Degree,Event Planner,224,40377,3,0,Customer 1737@gmail.com,+91 3670175034,
1738,Customer 1738,37,Other,Chennai,Married,High School Diploma,Accountant,167,173236,1,0,Customer 1738@gmail.com,+91 5286769676,
1739,Customer 1739,33,Male,Noida,Divorced,Vocational Training or Trade Certification,Financial Analyst,214,4324495,1,0,Customer 1739@gmail.com,+91 4064203321,
1740,Customer 1740,70,Other,Bareilly,Separated,Vocational Training or Trade Certification,Insurance Agent,149,4016508,3,0,Customer 1740@gmail.com,+91 5605153560,
1741,Customer 1741,37,Other,Lucknow,Widower,Doctorate Degree,Real Estate Agent,59,2383305,4,0,Customer 1741@gmail.com,+91 8020383077,
1742,Customer 1742,31,Female,Jamshedpur,Married,Vocational Training or Trade Certification,Insurance Agent,50,2019799,2,0,Customer 1742@gmail.com,+91 3448610115,
1743,Customer 1743,29,Other,Ludhiana,Married,Masters Degree,Businessman,239,1251081,2,1,Customer 1743@gmail.com,+91 7568568820,
1744,Customer 1744,28,Male,Amritsar,Widower,Bachelors Degree,Farmer,22,3117831,4,0,Customer 1744@gmail.com,+91 1491522016,
1745,Customer 1745,60,Male,Lucknow,Separated,Masters Degree,Writer,22,557038,3,0,Customer 1745@gmail.com,+91 6591071552,
1746,Customer 1746,60,Other,Srinagar,Unmarried,High School Diploma,Nurse,210,2660741,0,1,Customer 1746@gmail.com,+91 8080481299,
1747,Customer 1747,49,Female,Jabalpur,Married,Masters Degree,Investment Banker,60,1381034,2,1,Customer 1747@gmail.com,+91 7284779934,
1748,Customer 1748,47,Other,Srinagar,Separated,Doctorate Degree,Housekeeper,239,1657546,3,1,Customer 1748@gmail.com,+91 1709202159,
1749,Customer 1749,61,Male,Kolkata,Separated,Vocational Training or Trade Certification,Investment Banker,124,1051962,0,1,Customer 1749@gmail.com,+91 7321907260,
1750,Customer 1750,53,Male,Gwalior,Separated,Professional Degree,Financial Analyst,6,1593233,4,1,Customer 1750@gmail.com,+91 1636730051,
1751,Customer 1751,38,Female,Vijayawada,Divorced,High School Diploma,Human Resources Manager,47,1983192,0,1,Customer 1751@gmail.com,+91 2463249959,
1752,Customer 1752,39,Other,Indore,Unmarried,High School Diploma,IT Consultant,115,4595924,0,0,Customer 1752@gmail.com,+91 9675906545,
1753,Customer 1753,32,Male,Jaipur,Separated,Professional Degree,Civil Engineer,219,4096407,4,0,Customer 1753@gmail.com,+91 0772385630,
1754,Customer 1754,68,Female,Noida,Unmarried,Vocational Training or Trade Certification,Content Writer,156,3478495,2,1,Customer 1754@gmail.com,+91 3890166880,
1755,Customer 1755,58,Female,Surat,Separated,Doctorate Degree,Graphic Designer,179,961285,3,0,Customer 1755@gmail.com,+91 5926649291,
1756,Customer 1756,65,Female,Mumbai,Separated,Professional Degree,Architect,85,2166235,1,1,Customer 1756@gmail.com,+91 6346576661,
1757,Customer 1757,64,Female,Nagpur,Separated,Doctorate Degree,Civil Engineer,216,4158584,0,0,Customer 1757@gmail.com,+91 9886514296,
1758,Customer 1758,51,Other,Thiruvananthapuram,Widower,Masters Degree,Accountant,138,2412070,2,1,Customer 1758@gmail.com,+91 9901766661,
1759,Customer 1759,38,Female,Rajkot,Widower,High School Diploma,Graphic Designer,188,1704438,3,1,Customer 1759@gmail.com,+91 6034385393,
1760,Customer 1760,59,Male,Surat,Widower,Masters Degree,Photographer,118,3838884,4,0,Customer 1760@gmail.com,+91 1109938506,
1761,Customer 1761,45,Female,Kochi,Widower,High School Diploma,IT Consultant,66,799955,4,1,Customer 1761@gmail.com,+91 5772220968,
1762,Customer 1762,64,Other,Chennai,Unmarried,Vocational Training or Trade Certification,Plumber,182,282194,4,1,Customer 1762@gmail.com,+91 3263848699,
1763,Customer 1763,37,Female,Bhilai,Separated,Masters Degree,Content Writer,77,4038979,4,1,Customer 1763@gmail.com,+91 7533133608,
1764,Customer 1764,65,Male,Vijayawada,Widower,Masters Degree,Fitness Trainer,133,2658493,1,1,Customer 1764@gmail.com,+91 3921419857,
1765,Customer 1765,63,Other,Vijayawada,Unmarried,Professional Degree,Fitness Trainer,121,1850586,3,0,Customer 1765@gmail.com,+91 5981869014,
1766,Customer 1766,47,Female,Thiruvananthapuram,Married,Professional Degree,Professor,44,687274,1,1,Customer 1766@gmail.com,+91 0660055695,
1767,Customer 1767,68,Female,Amritsar,Widower,Masters Degree,Delivery Person,149,3324836,4,0,Customer 1767@gmail.com,+91 4519850777,
1768,Customer 1768,54,Other,Vijayawada,Married,Bachelors Degree,Electrician,76,3801971,0,1,Customer 1768@gmail.com,+91 2423701598,
1769,Customer 1769,56,Male,Chennai,Divorced,Doctorate Degree,Hair Stylist,161,1277014,4,1,Customer 1769@gmail.com,+91 1674722471,
1770,Customer 1770,53,Other,Dehradun,Separated,Bachelors Degree,IT Consultant,95,3991565,1,0,Customer 1770@gmail.com,+91 3458631262,
1771,Customer 1771,44,Female,Kolkata,Widower,Professional Degree,Stockbroker,186,3917162,4,1,Customer 1771@gmail.com,+91 2577586604,
1772,Customer 1772,50,Female,Kochi,Unmarried,Masters Degree,Fashion Designer,76,1433855,3,0,Customer 1772@gmail.com,+91 6891087994,
1773,Customer 1773,27,Female,Ahmedabad,Married,Doctorate Degree,Marketing Manager,15,1404590,4,0,Customer 1773@gmail.com,+91 1511561163,
1774,Customer 1774,60,Other,Coconut Grove,Separated,Bachelors Degree,Businessman,150,149690,1,1,Customer 1774@gmail.com,+91 8308987021,
1775,Customer 1775,45,Female,Aurangabad,Widower,High School Diploma,Electrician,131,3602235,2,1,Customer 1775@gmail.com,+91 4565471332,
1776,Customer 1776,26,Other,Bhubaneswar,Divorced,Doctorate Degree,Accountant,6,1279279,2,1,Customer 1776@gmail.com,+91 4004712963,
1777,Customer 1777,44,Female,Jaipur,Married,Vocational Training or Trade Certification,Mechanical Engineer,96,4228917,3,0,Customer 1777@gmail.com,+91 8113234033,
1778,Customer 1778,68,Male,Panaji,Married,Doctorate Degree,Event Planner,160,2091526,3,0,Customer 1778@gmail.com,+91 2128988170,
1779,Customer 1779,49,Female,Thiruvananthapuram,Unmarried,Masters Degree,Financial Analyst,138,1577255,0,1,Customer 1779@gmail.com,+91 3308228563,
1780,Customer 1780,62,Other,Coconut Grove,Married,Masters Degree,Professor,206,207825,3,1,Customer 1780@gmail.com,+91 2827648121,
1781,Customer 1781,54,Male,Ghaziabad,Divorced,Vocational Training or Trade Certification,Hair Stylist,179,3922976,4,1,Customer 1781@gmail.com,+91 6113899376,
1782,Customer 1782,31,Female,Mumbai,Widower,High School Diploma,Stockbroker,155,4209804,1,0,Customer 1782@gmail.com,+91 6752104418,
1783,Customer 1783,69,Other,Hyderabad,Widower,Professional Degree,Photographer,56,4038666,2,1,Customer 1783@gmail.com,+91 4670204344,
1784,Customer 1784,28,Female,Mumbai,Widower,Professional Degree,Fashion Designer,19,3400415,1,0,Customer 1784@gmail.com,+91 5696109091,
1785,Customer 1785,47,Other,Bhilai,Separated,Vocational Training or Trade Certification,Sports Coach,26,2879441,4,0,Customer 1785@gmail.com,+91 3626128631,
1786,Customer 1786,37,Female,Allahabad,Divorced,High School Diploma,Electrician,86,3185083,3,1,Customer 1786@gmail.com,+91 3393233420,
1787,Customer 1787,49,Female,Ludhiana,Separated,Professional Degree,Project Manager,66,3211881,1,0,Customer 1787@gmail.com,+91 8352630752,
1788,Customer 1788,70,Male,Delhi,Separated,Bachelors Degree,Accountant,230,3241994,3,1,Customer 1788@gmail.com,+91 1446898770,
1789,Customer 1789,26,Female,Ahmedabad,Widower,Bachelors Degree,Electrician,114,4612221,2,0,Customer 1789@gmail.com,+91 0650857011,
1790,Customer 1790,51,Male,Rajkot,Unmarried,Bachelors Degree,Financial Planner,132,4874929,4,0,Customer 1790@gmail.com,+91 0419476694,
1791,Customer 1791,65,Female,Surat,Divorced,Doctorate Degree,Data Analyst,100,1994747,3,1,Customer 1791@gmail.com,+91 4577667634,
1792,Customer 1792,68,Male,Chandigarh,Married,Professional Degree,Sales Executive,230,301679,1,1,Customer 1792@gmail.com,+91 3674267148,
1793,Customer 1793,65,Male,Amritsar,Unmarried,Professional Degree,IT Consultant,156,4770024,1,1,Customer 1793@gmail.com,+91 8688586316,
1794,Customer 1794,59,Female,Coconut Grove,Divorced,Vocational Training or Trade Certification,Marketing Manager,229,2357338,0,1,Customer 1794@gmail.com,+91 6445847046,
1795,Customer 1795,40,Other,Kolkata,Widower,Professional Degree,Chef,161,2168214,1,0,Customer 1795@gmail.com,+91 9661684958,
1796,Customer 1796,46,Male,Amritsar,Widower,Masters Degree,Stockbroker,104,1785901,1,1,Customer 1796@gmail.com,+91 8491384160,
1797,Customer 1797,26,Male,Allahabad,Separated,Doctorate Degree,Security Guard,54,234685,3,1,Customer 1797@gmail.com,+91 4266645940,
1798,Customer 1798,63,Other,Gwalior,Widower,Doctorate Degree,Accountant,54,666074,4,0,Customer 1798@gmail.com,+91 5559923284,
1799,Customer 1799,33,Male,Bhilai,Divorced,Professional Degree,Sports Coach,176,3365930,1,1,Customer 1799@gmail.com,+91 0819679437,
1800,Customer 1800,29,Male,Kochi,Separated,Professional Degree,Writer,45,4018780,2,1,Customer 1800@gmail.com,+91 9478259343,
1801,Customer 1801,54,Female,Vadodara,Unmarried,Masters Degree,IT Consultant,154,4389161,2,1,Customer 1801@gmail.com,+91 5606111734,
1802,Customer 1802,60,Female,Srinagar,Divorced,Bachelors Degree,Nurse,44,2661600,1,1,Customer 1802@gmail.com,+91 1773756781,
1803,Customer 1803,41,Male,Dehradun,Separated,Vocational Training or Trade Certification,Security Guard,2,143476,0,0,Customer 1803@gmail.com,+91 1227870711,
1804,Customer 1804,60,Female,Jamshedpur,Unmarried,Professional Degree,Electrician,177,3955983,4,0,Customer 1804@gmail.com,+91 8779209888,
1805,Customer 1805,34,Female,Jaipur,Widower,Doctorate Degree,Architect,185,1998289,4,0,Customer 1805@gmail.com,+91 0279950339,
1806,Customer 1806,56,Other,Indore,Unmarried,Professional Degree,Software Engineer,164,1153205,1,0,Customer 1806@gmail.com,+91 5009512110,
1807,Customer 1807,69,Female,Kanpur,Unmarried,Masters Degree,Human Resources Manager,182,2206258,4,0,Customer 1807@gmail.com,+91 9394425683,
1808,Customer 1808,51,Male,Hyderabad,Unmarried,Doctorate Degree,Marketing Manager,165,2935754,4,0,Customer 1808@gmail.com,+91 4709433237,
1809,Customer 1809,42,Male,Aurangabad,Divorced,Masters Degree,Architect,194,799903,2,1,Customer 1809@gmail.com,+91 7769259797,
1810,Customer 1810,43,Male,Kochi,Unmarried,Professional Degree,Driver,28,1055775,1,0,Customer 1810@gmail.com,+91 3767158869,
1811,Customer 1811,43,Other,Vijayawada,Separated,Masters Degree,Businessman,225,4278456,1,0,Customer 1811@gmail.com,+91 7472452086,
1812,Customer 1812,62,Male,Bhilai,Unmarried,Doctorate Degree,Insurance Agent,206,2687404,1,1,Customer 1812@gmail.com,+91 7398360601,
1813,Customer 1813,59,Other,Aurangabad,Widower,Doctorate Degree,Data Analyst,189,4115788,1,0,Customer 1813@gmail.com,+91 7915138585,
1814,Customer 1814,29,Female,Ludhiana,Married,Bachelors Degree,Accountant,7,2540138,3,1,Customer 1814@gmail.com,+91 5965630973,
1815,Customer 1815,41,Female,Visakhapatnam,Divorced,High School Diploma,Event Planner,47,121509,0,1,Customer 1815@gmail.com,+91 8313470704,
1816,Customer 1816,27,Male,Gwalior,Widower,High School Diploma,Nurse,196,1129456,4,0,Customer 1816@gmail.com,+91 1898065902,
1817,Customer 1817,47,Male,Panaji,Separated,Doctorate Degree,Hair Stylist,24,877761,0,0,Customer 1817@gmail.com,+91 1354324183,
1818,Customer 1818,33,Male,Noida,Unmarried,Masters Degree,Sales Executive,38,1578740,2,1,Customer 1818@gmail.com,+91 2178783999,
1819,Customer 1819,56,Other,Chandigarh,Widower,Professional Degree,Stockbroker,134,1882138,1,1,Customer 1819@gmail.com,+91 8980608468,
1820,Customer 1820,48,Female,Mysore,Separated,Vocational Training or Trade Certification,Delivery Person,95,317421,1,0,Customer 1820@gmail.com,+91 2890630061,
1821,Customer 1821,48,Female,Visakhapatnam,Divorced,Vocational Training or Trade Certification,Sports Coach,173,4059048,2,0,Customer 1821@gmail.com,+91 6799005291,
1822,Customer 1822,54,Male,Thiruvananthapuram,Widower,Bachelors Degree,IT Consultant,218,4922953,0,1,Customer 1822@gmail.com,+91 9008701019,
1823,Customer 1823,43,Other,Pondicherry,Separated,High School Diploma,Consultant,54,3735948,0,1,Customer 1823@gmail.com,+91 3154945360,
1824,Customer 1824,63,Male,Patna,Divorced,High School Diploma,Plumber,160,2610874,1,0,Customer 1824@gmail.com,+91 0816128162,
1825,Customer 1825,47,Male,Jamshedpur,Unmarried,High School Diploma,Hair Stylist,74,3173378,2,1,Customer 1825@gmail.com,+91 8046577987,
1826,Customer 1826,25,Male,Ranchi,Married,High School Diploma,Fashion Designer,89,2793139,1,0,Customer 1826@gmail.com,+91 1860999438,
1827,Customer 1827,51,Other,Lucknow,Separated,Bachelors Degree,Businessman,149,1409607,1,0,Customer 1827@gmail.com,+91 1133880169,
1828,Customer 1828,53,Female,Chennai,Married,High School Diploma,Photographer,240,4807323,2,0,Customer 1828@gmail.com,+91 9296944447,
1829,Customer 1829,37,Other,Gwalior,Unmarried,Professional Degree,Sports Coach,107,4717947,0,1,Customer 1829@gmail.com,+91 7305973237,
1830,Customer 1830,55,Other,Bhilai,Widower,Doctorate Degree,Banker,110,2472140,2,1,Customer 1830@gmail.com,+91 5113541424,
1831,Customer 1831,47,Other,Indore,Unmarried,Doctorate Degree,Delivery Person,140,2090886,1,0,Customer 1831@gmail.com,+91 7479607419,
1832,Customer 1832,50,Male,Ahmedabad,Married,High School Diploma,Investment Banker,195,2826518,4,1,Customer 1832@gmail.com,+91 8760057191,
1833,Customer 1833,26,Male,Delhi,Separated,Vocational Training or Trade Certification,Marketing Manager,226,3954143,3,1,Customer 1833@gmail.com,+91 2589840587,
1834,Customer 1834,28,Other,Vadodara,Unmarried,Professional Degree,Driver,63,292711,0,0,Customer 1834@gmail.com,+91 4839587228,
1835,Customer 1835,32,Other,Indore,Married,Bachelors Degree,Plumber,202,3981879,2,0,Customer 1835@gmail.com,+91 2024757696,
1836,Customer 1836,55,Male,Rajkot,Married,Vocational Training or Trade Certification,Social Media Manager,137,4029264,1,0,Customer 1836@gmail.com,+91 7125817584,
1837,Customer 1837,34,Male,Indore,Separated,Bachelors Degree,Consultant,30,3506815,1,0,Customer 1837@gmail.com,+91 0807897462,
1838,Customer 1838,57,Male,Raipur,Divorced,Professional Degree,Project Manager,195,1935028,2,0,Customer 1838@gmail.com,+91 2705690268,
1839,Customer 1839,38,Male,Chennai,Divorced,High School Diploma,Social Media Manager,217,4661075,1,0,Customer 1839@gmail.com,+91 1615270332,
1840,Customer 1840,36,Other,Amritsar,Divorced,Doctorate Degree,Sports Coach,22,4760030,3,1,Customer 1840@gmail.com,+91 9753411672,
1841,Customer 1841,62,Other,Jamshedpur,Divorced,Masters Degree,Social Media Manager,218,1049531,4,0,Customer 1841@gmail.com,+91 2194166295,
1842,Customer 1842,60,Female,Jabalpur,Separated,Professional Degree,Carpenter,197,4488447,0,0,Customer 1842@gmail.com,+91 4954747340,
1843,Customer 1843,64,Other,Mysore,Separated,Masters Degree,Accountant,19,2160176,2,0,Customer 1843@gmail.com,+91 6215982692,
1844,Customer 1844,26,Male,Jamshedpur,Widower,Vocational Training or Trade Certification,Financial Analyst,239,2495566,3,0,Customer 1844@gmail.com,+91 4279011616,
1845,Customer 1845,37,Other,Bhilai,Married,Bachelors Degree,Consultant,49,4225700,0,1,Customer 1845@gmail.com,+91 1862090301,
1846,Customer 1846,45,Male,Ghaziabad,Unmarried,Bachelors Degree,Mechanical Engineer,116,1843435,0,1,Customer 1846@gmail.com,+91 3512696358,
1847,Customer 1847,28,Female,Jaipur,Widower,Bachelors Degree,Insurance Agent,88,2288913,0,0,Customer 1847@gmail.com,+91 9315930252,
1848,Customer 1848,40,Other,Pune,Separated,Doctorate Degree,Project Manager,239,3968326,0,1,Customer 1848@gmail.com,+91 2128538561,
1849,Customer 1849,42,Other,Hyderabad,Divorced,Masters Degree,Consultant,37,2263629,1,0,Customer 1849@gmail.com,+91 7882882329,
1850,Customer 1850,45,Male,Ghaziabad,Widower,Vocational Training or Trade Certification,Human Resources Manager,145,1759701,1,0,Customer 1850@gmail.com,+91 5605187281,
1851,Customer 1851,36,Male,Bareilly,Unmarried,Masters Degree,Artist,181,2852999,3,1,Customer 1851@gmail.com,+91 4421132975,
1852,Customer 1852,56,Other,Aurangabad,Divorced,Professional Degree,Financial Planner,53,2529792,0,1,Customer 1852@gmail.com,+91 7725207925,
1853,Customer 1853,61,Other,Pondicherry,Widower,Bachelors Degree,Accountant,180,2727968,1,0,Customer 1853@gmail.com,+91 5101851825,
1854,Customer 1854,30,Male,Bhopal,Unmarried,High School Diploma,Businessman,12,2778184,3,0,Customer 1854@gmail.com,+91 6773437036,
1855,Customer 1855,53,Female,Aurangabad,Married,Doctorate Degree,Investment Banker,63,520367,1,0,Customer 1855@gmail.com,+91 7409715472,
1856,Customer 1856,63,Male,Ghaziabad,Unmarried,Doctorate Degree,Insurance Agent,178,3492197,2,1,Customer 1856@gmail.com,+91 7861608016,
1857,Customer 1857,43,Female,Noida,Married,Bachelors Degree,Financial Planner,166,815361,0,1,Customer 1857@gmail.com,+91 4190175435,
1858,Customer 1858,58,Other,Noida,Separated,Professional Degree,IT Consultant,6,4280845,4,1,Customer 1858@gmail.com,+91 0121309828,
1859,Customer 1859,41,Female,Vijayawada,Divorced,Masters Degree,Investment Banker,197,2692630,0,0,Customer 1859@gmail.com,+91 6756018287,
1860,Customer 1860,42,Male,Visakhapatnam,Separated,Vocational Training or Trade Certification,Content Writer,72,4531745,3,0,Customer 1860@gmail.com,+91 8165038223,
1861,Customer 1861,61,Male,Rajkot,Widower,Professional Degree,Fitness Trainer,65,3511351,2,0,Customer 1861@gmail.com,+91 9224918963,
1862,Customer 1862,50,Other,Guwahati,Married,Professional Degree,Delivery Person,131,3603844,4,0,Customer 1862@gmail.com,+91 1581641985,
1863,Customer 1863,38,Female,Bhubaneswar,Separated,Doctorate Degree,Stockbroker,193,4266730,1,0,Customer 1863@gmail.com,+91 8037299071,
1864,Customer 1864,41,Female,Coconut Grove,Married,Vocational Training or Trade Certification,Accountant,239,1457060,1,1,Customer 1864@gmail.com,+91 9814467357,
1865,Customer 1865,53,Other,Delhi,Married,Bachelors Degree,Insurance Agent,150,4699303,1,0,Customer 1865@gmail.com,+91 4895928591,
1866,Customer 1866,34,Male,Srinagar,Married,Professional Degree,Human Resources Manager,118,2632324,2,1,Customer 1866@gmail.com,+91 2406153062,
1867,Customer 1867,44,Female,Jamshedpur,Separated,Masters Degree,Security Guard,69,1781231,4,1,Customer 1867@gmail.com,+91 2338095470,
1868,Customer 1868,60,Female,Visakhapatnam,Widower,High School Diploma,Mechanical Engineer,234,452088,4,1,Customer 1868@gmail.com,+91 6025960564,
1869,Customer 1869,62,Other,Shillong,Married,Professional Degree,Housekeeper,20,3070887,0,0,Customer 1869@gmail.com,+91 9427337467,
1870,Customer 1870,29,Other,Ahmedabad,Unmarried,Vocational Training or Trade Certification,Insurance Agent,71,4328160,1,0,Customer 1870@gmail.com,+91 3101311514,
1871,Customer 1871,45,Male,Shillong,Separated,Professional Degree,Architect,7,294138,3,0,Customer 1871@gmail.com,+91 0961791380,
1872,Customer 1872,38,Other,Hyderabad,Unmarried,Masters Degree,Social Media Manager,128,1237004,4,1,Customer 1872@gmail.com,+91 2680518261,
1873,Customer 1873,62,Other,Ghaziabad,Unmarried,Vocational Training or Trade Certification,Accountant,27,3320936,3,1,Customer 1873@gmail.com,+91 1070362216,
1874,Customer 1874,40,Male,Faridabad,Separated,Vocational Training or Trade Certification,Event Planner,217,4328398,1,0,Customer 1874@gmail.com,+91 1839454772,
1875,Customer 1875,38,Male,Faridabad,Married,High School Diploma,Fitness Trainer,49,563541,3,1,Customer 1875@gmail.com,+91 7553310023,
1876,Customer 1876,45,Other,Srinagar,Married,Vocational Training or Trade Certification,Architect,108,3592788,3,0,Customer 1876@gmail.com,+91 1017253087,
1877,Customer 1877,65,Other,Faridabad,Widower,Doctorate Degree,Security Guard,153,3475433,0,0,Customer 1877@gmail.com,+91 6819388857,
1878,Customer 1878,46,Other,Bareilly,Unmarried,Doctorate Degree,Plumber,84,1808393,1,0,Customer 1878@gmail.com,+91 4464958926,
1879,Customer 1879,60,Other,Amritsar,Widower,Vocational Training or Trade Certification,Accountant,6,2281918,2,1,Customer 1879@gmail.com,+91 0444148749,
1880,Customer 1880,35,Female,Nagpur,Divorced,Masters Degree,Human Resources Manager,109,1255216,3,1,Customer 1880@gmail.com,+91 8726310418,
1881,Customer 1881,36,Female,Kanpur,Separated,Professional Degree,Nurse,5,2044148,4,0,Customer 1881@gmail.com,+91 6716425440,
1882,Customer 1882,32,Female,Ranchi,Unmarried,Bachelors Degree,Sales Executive,15,3862534,4,0,Customer 1882@gmail.com,+91 2616475096,
1883,Customer 1883,27,Female,Kolkata,Unmarried,Doctorate Degree,Financial Planner,218,2662724,0,0,Customer 1883@gmail.com,+91 7208651191,
1884,Customer 1884,50,Other,Patna,Separated,High School Diploma,Chef,149,1830705,0,0,Customer 1884@gmail.com,+91 0507408348,
1885,Customer 1885,66,Other,Kochi,Married,High School Diploma,Fashion Designer,47,421903,2,1,Customer 1885@gmail.com,+91 9352604362,
1886,Customer 1886,31,Male,Faridabad,Unmarried,High School Diploma,Consultant,16,646518,0,0,Customer 1886@gmail.com,+91 7601853114,
1887,Customer 1887,30,Female,Hyderabad,Divorced,Professional Degree,Banker,186,1885919,2,0,Customer 1887@gmail.com,+91 0106744958,
1888,Customer 1888,68,Male,Srinagar,Separated,Masters Degree,Tour Guide,205,3341629,4,1,Customer 1888@gmail.com,+91 1505720598,
1889,Customer 1889,66,Other,Chennai,Widower,Bachelors Degree,Teacher,219,1063088,4,0,Customer 1889@gmail.com,+91 9924045389,
